label,subject,category
0,"More than 27,000 Rhode Island jobs depend on trade with Canada.",politics
1,"I have had to fill out FEC reports for the past six years now, and theyre much more detailed than a tax return...",politics
1,Says Wisconsin Attorney General J.B. Van Hollen knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.,politics
1,"An Environmental Protection Agency regulation that goes into effect Jan. 1, 2012, regulates dust.",politics
1,More businesses went out of business last year than were started for the first time in our history.,politics
1,Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.,politics
2,Franklin Roosevelt (was) the last president to come to the Congress to ask for permission to engage into war.,politics
0,Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.,politics
0,"John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.",politics
2,Says Donald Trump promised the mass deportation of Latino families.,politics
1,Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.,politics
2,Says Eric Cantor was the co-author of the House GOP principles on immigration reform. Both the New York Times and the Washington Postsaid that thatcaptured the essence of what was in the Senate immigration bill.,politics
0,Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.,politics
1,The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.,politics
0,$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.,politics
0,Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.,politics
2,Says Cory Gardner championed an eight-year crusade to outlaw birth control here in Colorado.,politics
0,There are actually only 30 countries that practice birthright citizenship.,politics
1,"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done.""",politics
1,Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed watered-down HIV/AIDSdrugs to patients in sub-Saharan Africa.,politics
1,A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.,politics
1,We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.,politics
1,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.",politics
1,On drilling off the Atlantic coast,politics
1,Says our economy in New Jersey gets $38 billion from the businesses at the Shore.,politics
1,Says your Legislative Assembly was within one vote of enacting each of those bills into Oregon law.,politics
0,The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,politics
1,Milwaukee has the second-highest number of children recovered from sex trafficking.,politics
1,What they will do is socialized medicine.,politics
2,Says Wisconsin Gov. Scott Walker doesnt make his calendar public -- hes on our dime and we dont know where he is.,politics
2,What is the maximum number of students allowed in your classroom? ... 30 or more!,politics
0,A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.,politics
0,"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.",politics
1,"Americans ""have never paid more for gas at the pump.""",politics
2,Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.,politics
1,"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president.",politics
0,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,politics
0,"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.",politics
2,Due to a flaw in the 1995 Outer Continental Shelf Deep Water Royalty Relief Act numerous oil companies are now drilling in the Gulf of Mexico in federal lands and paying no royalties to the federal government.,politics
2,Says Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions of jobs.,politics
0,Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,politics
2,"Obama's wife said her goal in life was to put the black community ""first and foremost.""",politics
2,Says Katie McGintyactually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything.,politics
1,Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English.,politics
2,On auditing the Federal Reserve,politics
2,"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person its 30 percent today.",politics
2,"Florida ranks ""45th out of 50 states'' for its regulatory climate for business.",politics
1,Ukraine voluntarily gave up its nuclear weapons because the United States of America said it would ensure (its) territorial integrity from Russia.,politics
2,Says Hillary Clinton negotiated the first agreement ever where China and India officially committed to reduce their emissions.,politics
0,You've heard endlessly about waterboarding. It happened to three terrorists.,politics
0,"In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.",politics
1,"Says nobody in higher education believes Gov. Rick Perrys proposal to serve up $10,000 college degrees is possible.",politics
0,Crime is down in Arizona.,politics
0,We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.,politics
2,"Says Wendy Davis, born into difficult circumstances, was the daughter of a single mother and a teenage mother herself.",politics
0,Preventive care does not save the government money.,politics
2,The 2013-15 state budget backed by Gov. Scott Walker and Republican lawmakers left our technical colleges funded at 1989 levels.,politics
2,"The city of Atlanta has one of the highest lesbian, gay, bisexual and transgender populations per capita, ranking third among major American cities.",politics
0,"Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it.",politics
2,"The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law.",politics
1,A 5-cent charge on paper bags is a tax.,politics
1,Says U.N. arms treaty will mandate a new international gun registry.,politics
0,Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.,politics
2,"Says that as a U.S. senator, Russ Feingold voted against authorizing our military 11 separate times.",politics
1,The 9-9-9 plan does not raise taxes on those that are making the least.,politics
0,I did not support the sequester.,politics
1,Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits.,politics
2,"If you look at what weve done over the last several years, the crime rate has actually gone down in [Providence] and . . . the number of shootings has been going down.",politics
2,Stephen Zappala is the only DA in our state to convict an on-duty police officer of criminal homicide.,politics
1,Says the federal government borrows almost $60 billion per week.,politics
1,Clayton County offers the lowest operating millage rate in Metro Atlanta.,politics
2,"As CFO, Alex Sink oversaw a $27 billion loss in the states pension fund.",politics
0,"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.",politics
0,Says Obama opposes offshore drilling and a gas tax holiday.,politics
0,"Says right now, we have more military spending than the next 10, 11, 12 countries combined.",politics
1,"Remember that developers are forced to use the 195 land union contractors, so tap an extra $10 million into any construction project.",politics
1,Says New Jersey Devils managing partner Jeff Vanderbeek took us into arbitration.,politics
0,Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit.,politics
0,"Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.",politics
0,"Food stamp spending doubled under President Bush, doubled again under President Obama.",politics
1,On counting state budget shortfalls,politics
2,Women in Barack Obamas White House are earning less than men.,politics
0,Says that the new financial services law requires 358 regulatory filings.,politics
2,"Marco Rubio was ""subpoenaed.""",politics
0,Between 1982 and 2007 the cost of a college education increased 439 percent.,politics
2,"As governor, in the face of partisan attacks, (Charlie Crist) had the courage to save jobs and lead his state into economic recovery.",politics
1,Most tips left at Dunkin Donuts dont go to employees.,politics
1,On banning assault weapons.,politics
2,On a single-payer healthcare system,politics
2,Says his administration has created 5 million jobs over the last 30 months in the private sector alone.,politics
0,The U.S. loses more on tax breaks than it collects in personal income taxes.,politics
2,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever.",politics
0,"Says Joe Biden said Jon Corzine is the smartest guy that I know, in terms of the economy and on finance, I really mean this.",politics
1,"Taxpayer-funded benefits to illegals in California are ""a skyrocketing cost under Obamacare.""",politics
1,"Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.",politics
1,Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obamas political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election,politics
0,Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.,politics
0,I was one of about a dozen (senators) who voted against the Bridge to Nowhere.,politics
1,On whether to run for the U.S. Senate as an independent.,politics
0,"With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.",politics
1,Libya supplies the oil for China. We get no oil from Libya.,politics
1,There is a Republican plan to end Medicare.,politics
2,Casualties and deaths are at (their) lowest point since literally the beginning of the war.,politics
1,Claims Wisconsin Senate Majority Leader Scott Fitzgerald said: It is necessary to eliminate unions in order to balance future budgets.,politics
2,Says he banned texting while driving in Austin.,politics
1,Says Barack Obama supported Ted Kennedys ammo ban to outlaw all deer-hunting ammunition.,politics
2,Paul Ryan would outlaw in vitro fertilization.,politics
0,The State of Texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years.,politics
0,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,politics
2,"The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.",politics
0,Rhode Islanders pay among the highest auto repair bills in the nation.,politics
1,On running for re-election to U.S. Senate,politics
2,"The Portland-Milwaukie Light Rail Transit Project has created 1,525 direct jobs as of June 11, 2012.",politics
2,"Independent analysts found that Trumps tax plan, given to the wealthy and big corporations, would rack up $30 trillion in debt.",politics
0,Overdosing is now the number one accidental killer in our Commonwealth.,politics
0,Toledo Mayor Mike Bell (once) lost his job as a firefighter because his city ran out of money.,politics
2,"In South Carolina, women earn 76 cents on the dollar to mens earnings.",politics
0,Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways.,politics
1,On whether he wants to be vice president.,politics
2,"Says Allen West helped thwart a terrorist plot by shooting a gun in the direction of an Iraqi detainee, then reported the incident to his superior and said it was wrong.",politics
0,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,politics
2,"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.",politics
1,Says Milwaukee County district attorney candidate Verona Swanigan has worked as a prosecutor.,politics
0,Georgia has saved $20 million through changes in criminal sentencing.,politics
2,"We never had an earthquake in Youngstown until John Kasich was elected Governor,",politics
1,Says Donald Trump has the second-highest disapproval ratings of anyone running for president.,politics
0,Sherrod Brown has been running for public office since Richard Nixon was president.,politics
1,The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,politics
1,The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.,politics
1,"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.",politics
1,"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",politics
2,On supporting the charter school amendment.,politics
1,"In my years in the State Legislature, I have never voted for a tax increase.",politics
0,"Were spending millions for each individual held at Guantanamo Bay, Cuba.",politics
1,Says FBI Director James Comeys letter about new developments in the investigation into her emails only went to Republican members of the House.,politics
0,Barack Obama won't even use the term 'war on terrorism.',politics
2,Wendy Davis is fighting to bring ... Bloomberg-style gun control to Texas.,politics
2,We have the fewest people employed in this country since 1979.,politics
1,"Says U.S. Senate opponent Tammy Baldwin supported a federal budget that spent trillions -- not billions, trillions -- more money than the Obama budget.",politics
2,Twenty-five percent of people in the country have said they changed their email and phone habits because of the collection of data allowed by the Patriot Act.,politics
1,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",politics
2,The Secure Communities Program and 287(g) immigration programs were programs that worked but were recklessly gutted by the Obama administration.,politics
0,I spent only $36.29 on my campaign for governor.,politics
2,Says Hillary Clinton lied about why her parents named her Hillary.,politics
0,The number of terrorists out there has doubled.,politics
2,The median income in this country has declined 10 percent in the last four years.,politics
0,"Unlike marijuana, medical cannabis oil cannot get you high.",politics
1,"In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.",politics
0,Theres no money for Planned Parenthood in the bill that would keep the government open.,politics
1,On reauthorization of Export-Import Bank.,politics
0,We already have $23 billion worth of debt.,politics
0,"When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.",politics
0,Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park.,politics
0,Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.,politics
2,Says Washington state has consistently ranked in the top five in the Forbes list of best states to do business ahead of Texas.,politics
1,Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.,politics
1,Says Rick Perry wanted to secede from the union.,politics
2,It is a fact that the economy does better when we have a Democrat in the White House.,politics
2,We have reduced funding for education the least. Theyve suffered the least cuts.,politics
2,Says the federal government threatened to impose a no-fly zone in Texas if state legislators bar airport security officials from performing pat-downs.,politics
2,"On U.S.-Israeli relations, Prime Minister Benjamin Netanyahu set the record straight he said, our two countries have exactly the same policy (and) our security cooperation is unprecedented.",politics
1,"A Medicaid provision added to the Senate health carereform bill ""is not a special deal for Nebraska.""",politics
0,Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.,politics
2,We went from a $5.6 trillion surplus that George Bush inherited to over ... $11-plus trillion debt when George Bush left office.,politics
0,"With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record.",politics
1,Georgia has the most lax gun laws in the nation.,politics
0,"Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.",politics
1,"The Chamber of Commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.",politics
0,Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,politics
1,Says many states are floundering under crushing deficit spending.,politics
0,"The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.",politics
0,More than half of the births in Texas are paid for by Medicaid.,politics
1,"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",politics
0,We have had some significant accomplishments on a bipartisan basis.,politics
2,Weve lifted high school graduation rates to new highs.,politics
2,"In the do-nothing Senate, there are 352 House bills sitting on Harry Reids desk awaiting action, including 55 introduced by Democrats.",politics
0,Says most of Perrys chiefs of staff have been lobbyists.,politics
1,I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.,politics
2,"Says the Texas Forest Service planted 6,000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost.",politics
1,Says Russ Feingold was the only senator to vote against Homeland Security.,politics
1,Sen.Mark Begich cast the deciding vote in favor of President Obamas authority to issue executive amnesty to illegal aliens.,politics
1,The U.S. economy is recovering slower than Europe,politics
2,Says Iowa Republican Senate candidate Joni Ernst would privatize Social Security.,politics
1,Says Allen West violatedfederal law by scuba diving with U.S. flag.,politics
0,Says in Oregon only 41 percent of adults have ever been tested for HIV.,politics
1,This is not a mosque. Its a cultural center that has a prayer area.,politics
0,Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.,politics
0,Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.,politics
1,Our federal government has lent $2 billion to the state-owned oil company of Brazil to allow them to explore for oil and gas.,politics
2,Ronald Reagan banned ownership of fully automatic rifles. He supported the assault weaspons ban.,politics
1,"Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!",politics
0,"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.",politics
2,Says he started the Pacur plastics manufacturing company he owns.,politics
1,The United States has seen a net loss of people with health insurance because of Obamacare.,politics
1,Glenn Hegar promised to eliminate the property tax.,politics
1,"When the Milwaukee County mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that.",politics
0,"Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.",politics
0,The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.,politics
2,Says that Rick Santorum voted for the unions over FedEx.,politics
0,Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.,politics
0,Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.,politics
2,Says the 2012-13 state budget leaves $6 billion in a rainy day fund.,politics
0,There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,politics
1,On running a civil and polite campaign,politics
2,Says 25 percent of Oregonians oppose the death penalty.,politics
0,"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.",politics
2,"Less than two years ago, we made a commitment to repay the U.S. . . .taxpayers in full, and today we made good on that promise.",politics
2,Cory Gardner is sponsoring a bill to ban all abortions right now.,politics
0,"Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.",politics
2,Over 60 percent of the provisional ballots cast in [the 2012] election were disqualified because those folks were not duly registered as voters.,politics
2,The Democratic health care law added 12 years of solvency to Medicare.,politics
0,The only segment in the beer market that is growing is the craft beer segment.,politics
0,Says $15-an-hourproposal in Cleveland is the most aggressive minimum wage increase in the country.,politics
2,We are seeing kids who are healthier.,politics
1,90% of rural women and 55% of all women are illiterate in Morocco.,politics
2,"Fences have not worked. The Great Wall of China, the Berlin Wall. That's not good among peoples, especially friends like the United States and Mexico.",politics
2,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,politics
0,Says the Multnomah County Library system is the second busiest in the nation.,politics
1,"The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.",politics
2,The Obama administration has been outsourcing by sending money to solar and wind energy companies that end up making their products outside the United States.,politics
0,On mandatory ultrasounds before abortions.,politics
0,"Hillary Clintons State Department sent three comedians to India on the Make Chai, Not War tour.",politics
0,"Currently, the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism.",politics
2,"Even though Chicago has the most stringent gun laws on the books, it still has the highest murder rate in the country.",politics
0,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.,politics
1,Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,politics
0,Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it.,politics
1,"Every time weve cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, its been damaged.",politics
1,Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.,politics
2,Says Rep. Renee Ellmers voted for the government shutdown 21 times.,politics
2,I havent switched my position on the Trans-Pacific Partnership trade deal.,politics
1,Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office.,politics
2,John Boehner wants to reopen a tax loophole that actually rewarded corporations for shipping jobs and profits overseas.,politics
1,Florida seniors are exempt from losing Medicare Advantage under the federal health care bill.,politics
0,Pat Toomey advocated for eliminating all corporate taxes.,politics
2,"Health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan.""",politics
1,"Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.",politics
2,Darryl Hicks had seven ethics violations and didnt pay most of the fines.,politics
2,The top 1 percent in recent years has earned 85 percent of all new income.,politics
2,Forty percent of the Fortune 500 were started either by immigrants or children of immigrants.,politics
2,The group that organized Texas Muslim Capitol Day in Austin was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates.,politics
0,Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,politics
1,This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.,politics
0,"In its current state, this bill is the most restrictive voter ID legislation in the nation.",politics
1,"Says as GOP was picking a convention city, I recommended Ohio.",politics
0,Washington has incentivized the militarization of local police precincts.,politics
2,Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time.,politics
2,"In (Sen. Marco) Rubios state of Florida alone, Social Security lifts more than -- count it -- a million people out of poverty.",politics
1,The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,politics
2,The U.S. Justice Department has taken on more than 100 voting rights cases since 2009.,politics
0,Says Barack Obama has played over 90 rounds of golf as president.,politics
2,"Team Trump has accused Ted Cruz of fraud in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.",politics
1,"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.",politics
0,"In the 18th Congressional District, 100% of electric generation comes from coal.",politics
1,Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.,politics
1,"Charlie Crist ""worked with Acorn"" to give felons voting rights.",politics
1,On support for gay marriage.,politics
2,"This year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the Bush Administration record of losing an average of nearly 750,000 jobs per month in its last three months.",politics
0,Republicans in Congress refuse to list a single tax loophole they are willing to close.,politics
0,"Right now, America has $1.1 trillion of student debt. Thats more than credit card debt.",politics
1,Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,politics
2,I didnt inherit money from my parents.,politics
0,"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years.",politics
1,You cant put a gun rack in a [Chevrolet] Volt.,politics
0,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.,politics
2,Israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence.,politics
0,Our government right now. . . (is) spending 40 percent more than what we take in.,politics
1,The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,politics
1,Drug overdoses are now the second-most common cause of death in New Hampshire.,politics
1,"Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city.",politics
2,Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions.,politics
1,Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.,politics
0,[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.,politics
2,AGallup report recently said that nearly 50 percent of small business owners arent hiring because of what they call regulatory uncertainty.,politics
1,"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",politics
1,"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.",politics
2,Two-thirds of the people who start out in minimum wage are above the minimum wage within a year.,politics
2,"The state of Georgia lost 16 percent of its employees last year, and that percentage has risen over the past three years.",politics
2,Says hes the only licensed firearms dealer in America running for Congress.,politics
1,On releasing photographs depicting the abuse of prisoners.,politics
1,Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,politics
1,The pass rate for a high school level test to join the military is 35 to 40 percent.,politics
0,We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.,politics
1,"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.",politics
2,What is and isnt a Schedule I narcotic is a job for Congress.,politics
0,We are now seeing a decrease in violent crime.,politics
0,Israels per capita income is greater than probably three-fourths of the rest of the world.,politics
0,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",politics
1,More businesses are closing than opening in Virginia today.,politics
2,We have record numbers of people living in poverty.,politics
0,"Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""",politics
0,Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,politics
0,"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.",politics
1,Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,politics
2,"During the year Kagan barred military recruiters from Harvard Law School's Office of Career Services, ""military recruiting actually went up.""",politics
2,ISIS reaches about 100 million people a day through social media.,politics
0,Texas added more jobs in 2010 than any other state.,politics
1,"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley.",politics
1,"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.",politics
2,Says Sam Houston opposed slavery and as governor said Texas should not leave the union over slavery.,politics
1,Our national debt is as low as it has been since World War II.,politics
0,Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.,politics
1,Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.,politics
2,The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.,politics
2,Says 99 percent of the time police officers arent charged when they kill young people of color.,politics
0,Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.,politics
1,Property taxes are now 18% higher than when(Mark Sharpe)first took office.,politics
0,The minimum number of infrastructure (needs) in Atlanta is $900 million.,politics
2,"The firefighter and police officer pension system is not headed for bankruptcy, far from it. Thats because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.",politics
2,"Under Barack Obama's plan, the government would spend $1-trillion more.",politics
0,"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.",politics
2,"As soon as Chris Christie was governor, he gave tax cuts to millionaires.",politics
0,Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.,politics
1,A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.,politics
1,"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",politics
1,In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.,politics
2,Says oil productions down where Obamas in charge.,politics
2,"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.",politics
1,The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,politics
2,Congress gave an unelected board the power to deny care to seniors.,politics
2,I never said I was on the Falkland Islands.,politics
2,The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,politics
0,The majority of the Hispanic population and the growth (of the population) is U.S.-born.,politics
2,Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism.,politics
1,No Bridge to Nowhere could occur.,politics
0,"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.",politics
2,"When it comes to classified information at the State Department, Hillary Clintons the decider.",politics
1,Food stamps have gone up two-and-a-half times under Barack Obama.,politics
1,"In the 38 Studios deal, Wall Street investors took a risk, and went bust.",politics
1,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,politics
1,"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.",politics
0,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,politics
1,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,politics
2,"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.",politics
1,Beer drinking is not allowed in any Illinois state parks.,politics
1,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,politics
1,"On new dollar coins, In God We Trust is gone!",politics
2,Says Obama flip-flopped on banning handguns.,politics
1,[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,politics
0,What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.,politics
0,"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies.",politics
0,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,politics
1,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",politics
1,Says Hillary Clinton is proposing destroying Medicare for seniors.,politics
1,On supporting winner of Democratic primary with her superdelegate vote.,politics
